,EPS,Earnings_Yield,Effect_of_forex_changes_on_cash,Weighted_Average_Shs_Out,Gross_Profit_Growth,Net_cash_flow_/_Change_in_cash,Net_Income_per_Share,Book_Value_per_Share_Growth,Weighted_Average_Shares_Growth,Revenue_Growth,Financing_Cash_Flow,Operating_Cash_Flow_growth,Operating_Cash_Flow_per_Share,Asset_Growth,Operating_Income_Growth,Retained_earnings_(deficit),SG&A_Expenses_Growth,EPS_Growth,Receivables_growth,Issuance_(buybacks)_of_shares
6029,2.94,0.0503,-996000.0,59754476.0,0.1039,947000.0,3.346,0.0046,0.0718,0.0934,292022000.0,0.1125,4.7896,0.144,-0.0473,-343642000.0,0.1253,0.0244,0.25,157286000.0
3378,0.22,0.0054,699000.0,68557090.0,0.1503,68334000.0,0.2239,1.048,0.1672,0.165,372564000.0,1.3194,1.1482,1.0319,-0.3805,22970000.0,0.297,-0.5,0.219,157286000.0
17494,0.46,0.0236,4681000.0,20234672.0,-0.4304,4681000.0,0.4588,0.0164,-0.0055,-0.2962,-11093000.0,-0.056,0.6507,-0.0197,-1.0957,27112000.0,-0.1919,-0.4831,-0.2367,0.0
584,-4.73,-0.025,0.0,30148040.0,0.0,-4505000.0,-4.7304,0.3324,0.0458,0.0,135973000.0,-0.4025,-2.5725,0.5594,-1.5947,-281216000.0,0.7181,-1.4895,-0.453,135973000.0
9974,0.74,0.0419,-4000.0,28553558.0,0.069,-3793000.0,0.7407,-0.1398,-0.0182,0.0722,-33499000.0,-0.0909,1.1309,-0.0067,0.5287,-56581000.0,-0.0846,0.5745,0.1273,-33099000.0
11981,-2.22,-0.1805,1000000.0,315443000.0,-0.3272,-182000000.0,-2.4494,-0.215,-0.0395,-0.2768,-768000000.0,0.4144,6.038,-0.0669,0.9623,-1005000000.0,-0.1596,0.8859,-0.0856,1000000.0
17636,-0.01,-0.0011,0.0,20383726.0,-0.012,1773000.0,-0.0056,0.0523,-0.0624,-0.0864,-5098000.0,2.5403,0.0994,-0.0369,0.8256,64655000.0,-0.1919,0.9,-0.151,-5098000.0
3940,-1.11,-0.2921,0.0,25844616.0,-0.0111,-956000.0,-1.1083,-0.2704,0.0412,0.0372,1782000.0,-0.1168,0.3833,-0.1514,-2.0454,-14721000.0,0.1497,-2.3448,-0.1016,1782000.0
9761,-1.19,-0.0534,6700000.0,81616810.0,-0.1163,-108000000.0,-1.1873,-0.0241,0.0012,-0.2001,-353000000.0,2.5403,3.2681,-0.1498,0.2679,-1005000000.0,-0.1167,0.4711,-0.192,0.0
350,-0.2324,-0.2256,2839931.2,166421650.0,-0.4304,-25444062.0,-0.3168,-0.1178,-0.0584,0.0826,-37932876.0,-0.3149,0.2973,-0.0633,-2.0454,-37342510.0,-0.0929,-0.3735,-0.373,2223752.2
14403,0.48,0.1055,6700000.0,49727732.0,-0.0417,48515816.0,0.6359,0.1199,0.0035,0.0739,159649140.0,0.4895,2.5306,0.1964,-0.0567,648790460.0,0.331,-0.6883,-0.2715,0.0
14526,5.24,0.0359,6700000.0,191100000.0,0.1664,-319396000.0,5.236,0.7302,-0.0083,0.1664,837972000.0,-0.4007,3.9487,0.6132,1.7974,7465400000.0,0.129,2.7971,0.2928,-192900000.0
8007,0.67,0.0306,0.0,58512940.0,0.1947,8307000.0,0.6657,0.207,0.1169,0.195,-23204000.0,0.4399,0.8516,0.0291,0.2675,25661000.0,0.1731,0.1964,-0.4245,152020000.0
3350,-1.7,-0.0487,149000.0,40217450.0,0.3077,60012000.0,-1.7011,-0.066,0.014,0.1842,9691000.0,2.5403,1.0691,-0.0195,-0.5522,-13080000.0,0.05,-0.5596,1.1213,12056000.0
2451,1.04,0.0481,0.0,13739868.0,0.0832,-802000.0,1.0367,-0.0233,-0.0409,0.0864,-30329000.0,0.0644,3.0092,-0.0164,0.2021,158927000.0,0.0711,0.1429,0.0,-25035000.0
802,-5.23,-0.2525,0.0,580806.0,-0.3504,-4699000.0,-5.5868,-0.6089,0.0041,-0.2962,7349000.0,-1.6099,-3.4117,-0.2409,-0.5826,-138464000.0,-0.0354,-1.5273,-0.453,38000.0
11723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3532,-2.39,-0.0288,-3265000.0,49211076.0,0.6023,28053000.0,-2.3875,-0.1483,0.1887,0.5486,44941000.0,-0.5686,0.2762,0.042,-2.0454,-33871000.0,0.7181,-2.3448,0.5202,7906000.0
16401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9175,3.31,0.0437,0.0,125564370.0,0.0717,55232000.0,3.289,0.064,-0.0197,0.0703,-338262000.0,-0.0296,4.8961,0.0725,-0.0111,2540449000.0,0.1019,0.0061,0.0,-291541000.0
11652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2253,-0.63,-0.5957,0.0,64705256.0,0.0,-4954000.0,-0.6302,-0.6089,0.2078,0.0,16829000.0,0.2763,-0.0955,-0.2409,-2.0454,-199115000.0,0.0525,-2.15,0.1504,16838000.0
16763,-0.74,-0.1353,0.0,21485980.0,-0.1822,-175827000.0,-0.736,-0.2107,0.0225,-0.1822,-48550000.0,-0.6354,0.15,-0.0437,-2.0454,-32452000.0,-0.0818,-2.3448,0.5481,-866000.0
5174,3.6,0.0766,-94000.0,7679404.0,0.0017,-52188000.0,3.6095,0.0391,0.0194,-0.2533,48495000.0,-0.1504,14.3718,0.1559,-0.311,-132660000.0,0.1399,-0.5556,-0.0508,0.0
15272,0.0,0.0,0.0,0.0,0.0,-162000000.0,0.0,0.0,0.0,0.0,837972000.0,0.0,0.0,0.0,0.0,-1005000000.0,0.0,0.0,0.0,0.0
16115,0.66,0.027,0.0,18947176.0,0.1177,34389000.0,0.6817,0.107,-0.0022,0.1177,126030000.0,-0.4774,0.8697,0.1799,0.0417,191660000.0,0.056,0.0154,0.0,2499000.0
2455,-0.0444,-0.0625,62962.965,124728150.0,-0.4304,-9091111.0,-0.0807,-0.1637,-0.0489,-0.1208,258518.52,-0.9459,0.0026,-0.1275,-2.0454,-57840740.0,-0.1919,-2.3448,-0.433,258518.52
16722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13755,-0.29,-0.1261,0.0,30111152.0,0.0,3287000.0,-0.2865,-0.5923,0.3091,0.0,6932000.0,0.035,-0.331,-0.104,-0.1564,-149548000.0,-0.1531,0.4082,-0.453,2000.0
12851,-0.12,-0.0553,0.0,34615260.0,1.1081,-244000.0,-0.1155,1.048,0.398,0.8047,1940000.0,-1.6099,-0.2747,1.0319,-0.7319,-10501000.0,0.6329,0.3684,0.5778,15550000.0
3092,1.51,0.1254,0.0,12324689.0,0.4445,4480000.0,1.513,0.6173,0.6672,0.4445,-5400000.0,1.399,0.6841,1.0319,2.1234,-48415000.0,0.7181,2.7971,0.5705,0.0
3625,0.85,0.1254,-11000.0,26870652.0,-0.1048,12270000.0,0.9058,0.1543,0.069,0.061,-4155000.0,1.0655,0.7702,0.1676,2.1234,-53939000.0,-0.1919,2.7971,-0.1951,5111000.0
16132,3.7,0.0,-24000000.0,23000000.0,-0.4304,7000000.0,0.0,0.0,0.0,-0.2962,837972000.0,-0.9565,0.0,0.0,-0.0895,-158000000.0,0.0,-0.3588,-0.25,0.0
7710,1.47,0.0565,0.0,31509308.0,-0.076,40711000.0,1.4651,0.0595,-0.0624,-0.0666,-76396000.0,0.0201,3.3518,0.0018,2.0427,195627000.0,-0.0563,2.7971,0.0542,-73767000.0
6854,1.73,0.0589,0.0,15306152.0,0.1381,18675000.0,1.7415,0.3765,0.0765,0.1381,57501000.0,-0.4674,1.323,0.3296,-0.143,222329000.0,0.1305,-0.21,0.0,0.0
2757,3.29,0.0606,-2789000.0,53139572.0,0.0807,43015000.0,3.3246,0.0425,-0.0227,0.088,-175883000.0,0.2645,4.3494,0.0395,0.0981,795740000.0,0.1431,0.1463,0.0157,-147922000.0
6459,2.58,0.037,1000000.0,688334400.0,0.09,419284000.0,2.8492,0.1097,-0.019,0.0927,-1363003000.0,-0.0862,2.9644,0.0207,0.1776,9313000000.0,0.0115,0.1944,-0.2195,-570775000.0
2476,1.3,0.0175,0.0,35274890.0,0.3406,99362000.0,1.3344,0.2803,0.0299,0.3114,17980000.0,0.6117,3.6889,0.3403,1.3267,163714000.0,0.2113,1.8261,0.0688,17980000.0
12813,5.9,0.0822,0.0,22744422.0,0.4131,185174000.0,7.7254,0.195,0.0073,0.1868,-57864000.0,0.3781,14.3718,0.2183,0.4458,1275060000.0,0.3528,0.4695,0.1168,-9049000.0
1617,1.7,0.0492,3694000.0,143631340.0,0.0934,-100805000.0,1.7077,-0.0764,-0.0579,0.075,218896000.0,1.2147,1.3514,0.4381,0.126,815980000.0,0.0684,0.223,-0.0578,-421261000.0
6943,0.5,0.0,0.0,24675000.0,0.0,-19000000.0,0.0,0.0,0.0,0.0,-32000000.0,0.0,0.0,0.0,0.0,-512000.0,0.0,0.0,0.0,0.0
17275,0.25,0.0013,6700000.0,79533016.0,0.0674,136688000.0,0.2545,-0.0175,-0.0123,0.0654,-63869000.0,0.0851,8.7431,0.1421,0.0601,5405380000.0,0.0625,-0.9613,0.0909,-234755000.0
2171,-0.03,-0.4839,-5801.0,0.0,0.0,-1007367.0,0.0,0.0,0.0,0.0,4346367.0,0.0,0.0,0.0,0.0,-9881148.0,0.0,0.0,0.0,0.0
6461,0.75,0.0781,0.0,688334400.0,0.0045,419284000.0,0.7532,0.0359,-0.0364,0.0045,837972000.0,-0.2411,1.2068,0.0543,-0.0904,-115000000.0,0.0333,-0.0625,0.0,-570775000.0
17497,-0.63,-0.0704,397000.0,26569656.0,0.1376,-11998000.0,-0.628,-0.0856,0.0298,0.0825,-4139000.0,-1.2589,-0.1136,0.0097,-0.1981,-180132000.0,0.1267,-1.0323,0.4118,1428000.0
5088,1.57,0.0952,0.0,31466264.0,0.093,-2568000.0,1.5689,-0.0363,0.1509,0.2339,176140000.0,-0.082,-3.4117,0.1589,0.0633,217963000.0,0.2006,0.1135,-0.3017,106000.0
10027,-0.9,-0.0942,0.0,8289699.0,-0.1841,35000.0,-0.9005,-0.2447,-0.0624,-0.1552,11750000.0,-0.631,2.595,0.0297,-1.3258,57963000.0,-0.129,-1.8411,-0.0382,-28456000.0
12061,1.94,0.0424,0.0,14060490.0,0.0783,-2900000.0,1.9357,0.029,0.0072,-0.1017,26900000.0,-0.4066,4.8786,0.0861,0.1125,52200000.0,0.0,0.0265,0.1148,1300000.0
17431,0.46,0.0111,0.0,34250590.0,0.1791,-11635000.0,0.4676,0.1615,0.0289,0.2082,2624000.0,0.4338,2.3572,0.247,-0.4347,103893000.0,0.3559,-0.4458,0.3596,2624000.0
8079,0.0,0.0,-5000000.0,0.0,0.0,-319396000.0,0.0,0.0,0.0,0.0,837972000.0,0.0,0.0,0.0,0.0,1582000000.0,0.0,0.0,0.0,0.0
13427,2.04,0.0267,6700000.0,65880730.0,0.0506,-400000.0,2.0366,0.1023,0.0041,0.0333,70600000.0,0.1063,4.7425,0.0625,0.1941,1676200000.0,0.0248,0.0737,0.1246,-37800000.0
15545,3.32,0.0579,0.0,85507500.0,0.0464,419284000.0,3.3208,0.109,0.0061,0.0878,163872000.0,0.1622,8.0186,0.0828,2.1234,851669000.0,0.0,1.9679,-0.1076,7784000.0
12910,0.1442,0.0382,0.0,17601754.0,1.1081,-3145707.5,1.5515,-0.0567,-0.0284,0.3429,-18721282.0,2.5403,3.6957,0.0037,1.1449,22702842.0,0.1538,2.385,0.1062,-4450121.0
13665,-0.98,-0.1044,0.0,12149226.0,1.1081,9924000.0,-0.9849,0.2988,0.0978,0.8047,15547000.0,0.0051,-0.9663,0.1941,0.2676,-76619000.0,0.2342,0.3423,-0.453,15547000.0
5616,-0.22,-0.0114,-5975000.0,36245012.0,-0.015,36731000.0,-0.2226,-0.0486,-0.0304,0.0016,-50235000.0,0.6335,3.6425,-0.0322,2.0068,425574000.0,-0.1052,0.7755,-0.0904,-25338000.0
10976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3742,1.48,0.0762,0.0,7629638.0,0.1959,1677000.0,1.4718,-0.0642,0.1377,0.1959,29314000.0,0.0984,2.6419,0.0389,0.5225,12262000.0,0.1165,0.7412,0.0,305000.0
8976,-2.11,-0.5957,-53000.0,3887782.0,0.0,-3747000.0,-2.1066,-0.6089,0.6672,0.0,10286000.0,-0.893,-1.088,0.3794,-0.7653,-26200000.0,0.7181,0.5205,-0.453,12000000.0
14183,-1.01,-0.0673,1371000.0,24907458.0,0.1936,-11426000.0,-0.249,0.0102,-0.0211,0.5123,701107000.0,-0.1883,2.5579,1.0319,-0.6059,393146000.0,0.7181,-1.6196,0.6125,-4973000.0
12622,-5.23,-0.5957,0.0,331530.0,0.5391,3126000.0,-5.5868,-0.6089,0.0563,0.3722,8103000.0,0.3469,-3.4117,-0.2409,0.004,-214020000.0,-0.0962,0.0357,-0.2332,364000.0
10069,-0.61,-0.0822,-1212000.0,7288425.0,-0.1311,6731000.0,-0.6056,-0.0556,0.004,-0.0333,-3025000.0,-1.6099,-0.3979,-0.0674,-0.5078,20193000.0,-0.0427,-2.3448,0.1005,-192000.0
144,0.76,0.069,0.0,276260580.0,1.1081,-104493000.0,0.7236,0.0924,0.0014,0.8047,294160000.0,1.5778,2.4253,0.1779,1.6854,266538000.0,0.2691,1.375,0.2772,982000.0
9483,3.19,0.0805,0.0,7655695.0,0.0349,35498000.0,3.1912,0.0972,0.0232,0.0711,-14177000.0,2.5403,7.1583,0.0093,0.1059,180919000.0,0.0294,0.0633,-0.0107,1591000.0
10558,-3.34,-0.0179,0.0,169720670.0,-0.4304,-273000000.0,-3.3494,0.116,0.1141,-0.2585,837972000.0,0.1952,9.0361,0.0861,-2.0454,1728000000.0,-0.0061,-0.8251,0.3455,157286000.0
2402,-5.23,-0.2133,0.0,2.0,-0.3567,71464.0,-5.5868,-0.1413,0.0,-0.2962,9165536.0,-1.0304,-3.4117,0.0794,0.3712,-26388766.0,-0.1919,0.4074,-0.2686,3303057.0
8738,1.07,0.0298,0.0,11463501.0,0.1644,3909000.0,1.0769,0.0829,0.0279,0.1904,26390000.0,-1.181,-0.0658,0.2372,-0.042,65497000.0,0.1617,0.0094,0.3771,3016000.0
8113,-0.34,-0.0767,-90967.0,1845587.0,-0.1277,344554.0,-0.3388,-0.0639,0.0033,-0.1208,-1019578.0,2.5403,0.8267,-0.074,0.3629,-9284317.0,-0.1419,0.4925,0.1875,-2211.0
12399,0.49,0.0,-3000000.0,19000000.0,0.0,17000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-41000000.0,0.0,0.0,0.0,0.0
13899,-1.17,-0.2588,0.0,3774756.0,0.0709,4254000.0,-1.0002,1.048,0.0842,0.0437,6436000.0,-0.4234,-0.4396,1.0319,-0.3346,-28382000.0,0.3609,-0.8871,1.1213,5056000.0
12837,1.93,0.0509,-1360000.0,62626000.0,0.1145,-64251000.0,1.9526,0.0571,-0.002,0.1184,85843000.0,-0.0024,3.6873,0.104,-0.1319,1881397000.0,0.0465,2.7971,-0.0844,-19968000.0
3707,-2.14,-0.5957,0.0,16628808.0,0.0548,-10647898.0,-2.1426,-0.6089,0.6672,0.0932,-766503.0,-1.6099,-0.3948,-0.2409,-0.595,-92318500.0,0.1174,0.1508,0.0,-102809.0
1426,-0.49,-0.1373,0.0,128041100.0,-0.0973,-25547000.0,-0.404,1.048,0.0335,-0.1325,8072000.0,-1.6099,-0.1571,1.0319,2.1234,-16035000.0,-0.004,0.1833,1.1213,-55000.0
13902,-1.95,-0.3939,0.0,3907027.0,-0.3606,5456925.0,-1.9503,1.048,0.6672,-0.2962,8765700.0,-1.509,-1.1973,1.0319,-0.9415,-17895436.0,0.7181,0.4922,0.0,8590700.0
17128,0.81,0.0282,6700000.0,374928300.0,-0.0104,178500000.0,0.8107,-0.0468,-0.0105,0.0074,-794800000.0,0.1178,3.3341,0.0184,-0.0468,-1005000000.0,-0.0168,-0.4774,-0.1917,-570775000.0
11141,1.66,0.0736,-3905000.0,45121788.0,-0.4304,54332000.0,1.6587,0.015,0.0022,-0.2139,-318982000.0,2.5403,14.3718,-0.046,-0.6339,1557681000.0,0.1128,-0.848,-0.2423,2000.0
10000,4.62,0.0864,0.0,18971854.0,0.2753,17901000.0,4.6106,0.1508,0.0145,0.2055,-52009000.0,-0.069,5.524,0.0981,0.4216,293400000.0,0.0955,0.3916,-0.0318,-14018000.0
7233,-0.46,-0.022,-5501000.0,74671950.0,-0.1376,-3054000.0,-0.4612,0.0766,0.2179,0.2423,643673000.0,0.067,1.6708,0.37,-0.3251,-77159000.0,0.2264,0.1786,0.2634,157286000.0
15310,2.21,0.1254,0.0,688334400.0,-0.0251,363000000.0,2.2125,0.5067,0.1636,0.0106,837972000.0,-0.1584,6.177,0.6082,-0.1389,1103000000.0,0.0177,0.9052,0.2677,0.0
3879,0.87,0.0527,0.0,20263024.0,-0.0174,17308000.0,0.872,0.0683,0.0057,-0.0171,-13749000.0,1.3725,1.6009,0.0571,-0.0214,72343000.0,-0.0463,-0.0333,0.0965,0.0
6913,0.867,0.0698,0.0,26848996.0,0.1601,5174000.0,0.7654,0.0594,0.2955,0.1601,94132000.0,0.9943,1.3122,0.2771,0.1453,148685000.0,0.1528,-0.0148,0.0,4305000.0
13916,0.29,0.1254,0.0,9162608.0,-0.2111,7233000.0,0.2876,0.1245,-0.0103,-0.1599,-5626000.0,-1.6099,-0.6003,-0.1988,0.3086,4336000.0,-0.1919,1.1946,-0.0422,-641000.0
1703,1.38,0.0784,0.0,74800000.0,0.2205,19710000.0,1.5386,0.2218,0.0,0.1684,-104297000.0,0.3031,3.2523,0.0108,0.2703,103000.0,0.043,0.0147,-0.453,96523000.0
14632,-0.87,-0.0338,-780000.0,49573028.0,1.1081,48649000.0,-0.8712,-0.0962,0.0017,-0.0909,-266457000.0,2.3569,5.71,-0.087,0.9889,579489000.0,-0.0082,0.9591,-0.2981,-182000.0
